Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date
"Aloha (Gottlieb 1961)",Gottlieb,1961,"American Places, Hawaii",2,62,-,EM,VPX,"Jino0372, Popotte",1.1,2023-07-29
"Aloha (Gottlieb 1961)",Gottlieb,1961,"American Places, Hawaii",2,62,-,EM,FP,"Popotte",1.00,2023-09-11
"Amazon Hunt (Gottlieb 1983)",Gottlieb,1983,"Hunting, Jungle",4,66,-,SS,VPX,"Batch, JPSalas, Kds70, Thalamus, Arngrim, 32assassin, HauntFreaks",1.6,2019-02-16
"Amazon Hunt (Gottlieb 1983)",Gottlieb,1983,"Hunting, Jungle",4,66,-,SS,VPX,"Rajo Joey, Batch, Sixtoe, Rawd",1.0,2023-09-30
"America 1492 (Juegos Populares 1986)",Juegos Populares,1986,"Historical",4,5013,-,SS,VPX,"Ext2k, 32assassin, Goldchicco, TastyWasps",1.1,2023-11-25
"America 1492 (Juegos Populares 1986)",Juegos Populares,1986,"Historical",4,5013,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann, Movieguru, Vogliadicane, Arngrim, Batch, JPSalas",1.1,2021-01-16
"America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,"Horror, Supernatural",4,-,-,SS,VPX,"Bigus1, Freneticamnesic, Shoopity",2.0,2023-07-21
"America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,"Horror, Supernatural",4,-,-,SS,VPX,"Drhotwing, Bigus1, Freneticamnesic, Shoopity",1.0.0,2023-01-15
"America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,"Horror, Supernatural",4,-,-,SS,VPX,"Freneticamnesic, Shoopity",062718a,2019-04-04
"American Dad! Pinball (Zen Studios 2015)",Zen Studios,2015,"Licensed Theme, TV Show",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Amigo (Bally 1974)",Bally,1974,"Dancing, Happiness, Music, Singing, World Culture",4,71,-,EM,VPX,"Teisen, Loserman76",1.0,2023-07-22
"Amigo (Bally 1974)",Bally,1974,"Dancing, Happiness, Music, Singing, World Culture",4,71,-,EM,VPX,"Leeoneil, Loserman76",1.1.0,2022-04-08
"Amigo (Bally 1974)",Bally,1974,"Dancing, Happiness, Music, Singing, World Culture",4,71,-,EM,VPX,"Loserman76",1.0.0f,2021-12-08
"Andromeda (Game Plan 1985)",Game Plan,1985,"Fantasy, Women",4,73,-,SS,VPX,"JPSalas, Siggi, Editoy, Kiwi, Albert",4.0.0,2022-09-06
"Animal (Original 2017)",Original,2017,"TV Show",4,-,-,SS,VPX,"Hursty",1.0,2018-09-04
"Animal Crossing Pinball (Original 2021)",Original,2021,"Video Game, Kids",-,-,-,SS,VPX,"SG1bsoN, HiRez00",1.1,2021-12-08
"Anna's Colours (Original 2006)",Original,2006,-,-,-,-,-,FP,"Sphere",2.1,2023-09-12
"Annabelle (Original 2020)",Original,2020,"Movie, Horror, Supernatural",4,-,-,SS,VPX,"Davor Lipovac, JPSalas",1.0,2020-11-15
"Antar (Playmatic 1979)",Playmatic,1979,"Dragons, Fantasy",-,3646,-,SS,VPX,"Bigus1, Schinkenpeter",1.0,2023-12-29
"Apache (Playmatic 1975)",Playmatic,1975,"Crime, Women, Adult",1,4483,-,EM,VPX,"Nestorgian",1.1.0,2023-09-04
"Apache! (Taito do Brasil 1978)",Taito do Brasil,1978,"American West, Native Americans, Warriors",4,4660,-,EM,VPX,"JPSalas, Editoy, Loserman76, Xenonph, Tio Italo",4.3.0,2023-06-28
"Apollo (Williams 1967)",Williams,1967,"Space Exploration",-,-,-,EM,VPX,"Ext2k, JPSalas, Halen, HauntFreaks, Larouillas",1.0.0,2023-12-23
"Apollo (Williams 1967)",Williams,1967,"Space Exploration",-,-,-,EM,VPX,"JPSalas, Halen, Hauntfreaks",1.0.2,2023-12-21
"Apollo 13 (Sega 1995)",Sega,1995,"Outer Space, Movie",6,3592,-,SS,VPX,"UnclePaulie, Retro27, Balater, Herweh, Francisco666, Oqqsan, Tomate, Skitso, Sheltemke, Sixtoe, Apophis, 32assassin, VPW Team",2.1.1,2023-02-26
"Apollo 13 (Sega 1995)",Sega,1995,"Outer Space, Movie",6,3592,-,SS,FP,"GeorgeH, Francisco666, rom",1.1,2023-09-12
"Apollo 13 (Sega 1995)",Sega,1995,"Outer Space, Movie",6,3592,-,SS,VPX,"Balater, Herweh, Francisco666, ClarkKent, Chucky87, AgentEighty6, Arngrim, Bigus1, 32assassin",1.62,2020-06-12
"Aqualand (Juegos Populares 1986)",Juegos Populares,1986,"Amusement Park, Aquatic",4,3935,-,SS,VPX,"Ext2k, Goldchicco, 32assassin, Hmueck",1.0.0,2023-12-02
"Aqualand (Juegos Populares 1986)",Juegos Populares,1986,"Amusement Park, Aquatic",4,3935,-,SS,VPX,"Goldchicco, Hmueck, Movieguru, Bendo, 32assassin, JPSalas",1.0,2020-12-08
"Aqualand (Juegos Populares 1986)",Juegos Populares,1986,"Amusement Park, Aquatic",4,3935,-,SS,VPX,"Hmueck",1.0,2015-12-24
"Aquarius (Gottlieb 1970)",Gottlieb,1970,"Astrology",1,79,-,EM,VPX,"Teisen, Loserman76, GNance",1.0,2023-07-09
"Aquarius (Gottlieb 1970)",Gottlieb,1970,"Astrology",1,79,-,EM,VPX,"Loserman76, GNance, Arngrim",1.0.0f,2021-12-08
"Aquarius (Gottlieb 1970)",Gottlieb,1970,"Astrology",1,79,-,EM,FP,"Margoni",1.0,2023-09-12
"Archer Pinball (Zen Studios 2015)",Zen Studios,2015,"Licensed Theme, TV Show",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Arena (Gottlieb 1987)",Gottlieb,1987,"Fantasy",4,82,-,SS,VPX,"Goldchicco, Mfuegemann, Movieguru, Siggi",1.0c,2023-06-12
"Argentine (Genco 1941)",Genco,1941,"Flipperless",1,83,-,EM,FP,"Francisco Pozo",1.1,2023-09-20
"Argosy (Williams 1977)",Williams,1977,"Boats, Nautical, Ships, Aquatic",4,84,-,EM,VPX,"Cirqus, User42, Dboyrecords, LuvThatApex",1.0.3,2022-03-20
"Argosy (Williams 1977)",Williams,1977,"Boats, Nautical, Ships, Aquatic",4,84,-,EM,VPX,"Beowulf99, User42, Dboyrecords, UncleWilly, Sixtoe, Arconovum, LuvThatApex",1.2,2022-05-23
"Aristocrat (Williams 1979)",Williams,1979,"Arcade, Bowling, Flipperless",-,-,-,SS,VPX,"Rascal",1.1.0,2022-11-05
"Aristocrat (Williams 1979)",Williams,1979,"Arcade, Bowling, Flipperless",-,-,-,SS,VPX,"Rascal, Stefanaustria (STAT)",1.1,2022-05-23
"Arizona (LTD do Brasil 1977)",LTD do Brasil,1977,"American West",2,5890,-,SS,VPX,"Mfuegemann, Carlos Guizzo, Boituva Pinball Club",1.1,2020-03-07
"Arizona (United 1943)",United,1943,"Flipperless",1,-,-,EM,FP,"Francisco Pozo",1.0,2023-09-20
"Army of the Dead (Original 2021)",Original,2021,"Horror, Movie, Supernatural",-,-,-,EM,VPX,"Balutito, JPSalas",1.0.0,2021-12-04
"Aspen (Brunswick 1979)",Brunswick,1979,"Sports, Skiing",4,3660,-,SS,VPX,"Updon719, JPSalas",1.0.0,2023-02-20
"Aspen (Brunswick 1979)",Brunswick,1979,"Sports, Skiing",4,3660,-,SS,VPX,"Updon719, Stefanaustria (STAT), BorgDog",1.3a,2017-01-20
"Asterix the Twelve Tasks (Original 2022)",Original,2022,"Animation, Kids",-,-,-,SS,VPX,"Balanica, JPSalas",4.0,2022-09-11
"Asteroid Annie and the Aliens (Gottlieb 1980)",Gottlieb,1980,"Science Fiction, Outer Space, Cards, Gambling, Aliens",1,98,-,SS,VPX,"EBisLit, BorgDog, HauntFreaks, Movieguru",1.0.0,2022-01-09
"Asteroid Annie and the Aliens (Gottlieb 1980)",Gottlieb,1980,"Science Fiction, Outer Space, Cards, Gambling, Aliens",1,98,-,SS,VPX,"Rajo Joey, Rawd, Rascal, Sixtoe, BorgDog, EBisLit, HauntFreaks",1.0.0,2023-01-05
"Asteroid Annie and the Aliens (Gottlieb 1980)",Gottlieb,1980,"Science Fiction, Outer Space, Cards, Gambling, Aliens",1,98,-,SS,VPX,"BorgDog, HauntFreaks",1.1,2017-03-08
"Asteroids (Original 2016)",Original,2016,"Video Game",-,-,-,SS,VPX,"TheGhost787",1.0,2016-12-03
"Astral Defender (Original 2018)",Original,2018,"Science Fiction, Outer Space",-,-,-,SS,VPX,"Ronimhoff",1.0,2018-02-10
"Astro (Gottlieb 1971)",Gottlieb,1971,"Outer Space",1,99,-,EM,VPX,"Jandegr , BorgDog",1.2,2016-05-25
"Astronaut (Chicago Coin 1969)",Chicago Coin,1969,"Astronauts, Outer Space",2,101,-,EM,VPX,"Friel01, Loserman76",1.1.0,2022-03-14
"Astronaut (Chicago Coin 1969)",Chicago Coin,1969,"Astronauts, Outer Space",2,101,-,EM,FP,"Margoni",1.0,2023-09-12
"Atari 2600 Edition (Original 2022)",Original,2022,"Video Game, Game Console",-,-,-,SS,VPX,"Icepinball, Fiftysounds, JPSalas",1.01,2022-06-06
"Atari Centipede Pinball (Original 2020)",Original,2020,"Video Game",-,-,-,SS,VPX,"Mitchell",0.7,2020-12-07
"Atari Centipede Pinball (Original 2020)",Original,2020,"Video Game",-,-,-,SS,VPX,"Mitchell",0.7,2022-05-23
"Atlantis (LTD do Brasil 1978)",LTD do Brasil,1978,"Fantasy",2,6712,-,SS,VPX,"Mfuegemann, Carlos Guizzo",1.0,2020-09-04
"Atlantis (Bally 1989)",Bally,1989,"Mythology, Aquatic",4,106,-,SS,VPX,"UnclePaulie, Herweh, VPW Team",2.0.0,2022-05-25
"Atlantis (Bally 1989)",Bally,1989,"Mythology, Aquatic",4,106,-,SS,VPX,"Morttis, Arconovum, Herweh",1.1-2.6,2023-06-12
"Atlantis (Bally 1989)",Bally,1989,"Mythology, Aquatic",4,106,-,SS,VPX,"Herweh",1.1,2019-08-16
"Atlantis (Bally 1989)",Bally,1989,"Mythology, Aquatic",4,106,-,SS,FP,"TheGhost787",1.0,2023-09-12
"Atlantis (Gottlieb 1975)",Gottlieb,1975,"Fantasy, Mythology",1,105,-,EM,VPX,"Teisen, Loserman76",1.1,2023-08-18
"Atlantis (Gottlieb 1975)",Gottlieb,1975,"Fantasy, Mythology",1,105,-,EM,VPX,"Loserman76",1.0.0f,2021-12-08
"Atlantis (Gottlieb 1975)",Gottlieb,1975,"Fantasy, Mythology",1,105,-,EM,FP,"Margoni",1.0,2023-09-12
"Atleta (Inder 1991)",Inder,1991,"Sports, Olympic Games",4,4095,-,SS,VPX,"Goldchicco, 32assassin, Pachecas",1.0,2020-12-28
"Atleta (Inder 1991)",Inder,1991,"Sports, Olympic Games",4,4095,-,SS,VPX,"Hmueck",1.0,2023-06-12
"Attack On Titan (Original 2022)",Original,2022,"TV Show",-,-,-,SS,VPX,"cHuGaLaeFoo, Enomao, Pedro Peres, Arngrim, JPSalas",1.4,2022-11-06
"Attack and Revenge from Mars (Original 2015)",Original,2015,"Aliens, Martians, Science Fiction",-,-,-,SS,VPX,"JPSalas, Kiwi, Arngrim",4.3.1,2023-12-21
"Attack and Revenge from Mars (Original 2015)",Original,2015,"Aliens, Martians, Science Fiction",-,-,-,SS,VPX,"Morttis, Arconovum, HiRez00, JPSalas",3.0-1.0,2023-06-12
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"G5k, DJRobX, Tom Tower, Fluffhead35, Tomate",1.3.11,2023-10-03
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"JPSalas, JLouLoulou",5.0.0,2023-06-30
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Bigus1, JPSalas",3.0,2023-06-30
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,FX,"Zen Studios, Thomas Crofts",-,2022-04-02
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Solters, JPSalas",4.0,2022-09-27
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Rawd, 3rdAxis, Steely, G5k, DJRobX, Tom Tower, JPSalas",1.31,2023-01-05
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Psiomicron, Dozer, ICPJuggla, HauntFreaks, Cyberpez, ClarkKent, JPSalas",1.0.2,2023-05-07
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"SG1bsoN, Brad1X, G5k, JPSalas",1.1,2020-11-23
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"G5k, DJRobX, Tom Tower, JPSalas",1.22,2023-10-02
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Brad1X, JPSalas",2.0.1,2023-06-12
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Dozer, ICPJuggla, HauntFreaks, Cyberpez, ClarkKent, JPSalas",1.0,2019-01-18
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Wed21, JPSalas",1.2,2023-06-12
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Xenonph, Dozer, Cyberpez, JPSalas",1.0,2021-11-29
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Groni, Arngrim, JPSalas",1.0,2021-11-29
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,VPX,"Dozer, ICPJuggla, HauntFreaks, Cyberpez, JPSalas",1.0,2021-11-29
"Attack from Mars (Bally 1995)",Bally,1995,"Aliens, Martians, Fantasy",4,-,-,SS,FX3,"Zen Studios",-,2000-01-01
"Attack of the Killer Tomatoes (Original 2023)",Original,2023,"Horror, Comedy",-,-,-,SS,VPX,"Nagaidevil, Icepinball, JPSalas",1.0.0,2023-08-03
"Attack of the Killer Tomatoes (Original 2023)",Original,2023,"Horror, Comedy",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2023-07-29
"Attila the Hun (Game Plan 1984)",Game Plan,1984,"Historical",4,109,-,SS,VPX,"Ivantba, HSM",1.0,2021-12-13
"Attila the Hun (Game Plan 1984)",Game Plan,1984,"Historical",4,109,-,SS,VPX,"HSM, Xenonph, Dboyrecords, Destruk",1.0a,2018-05-07
"Austin Powers (Stern 2001)",Stern,2001,"Licensed Theme, Movie",4,109,-,SS,VPX,"Bigus1, Javier1515, Destruk, TAB",3.0,2023-05-04
"Austin Powers (Stern 2001)",Stern,2001,"Licensed Theme, Movie",4,109,-,SS,FP,"NitroNimbus, rom, Francisco666",2.0,2023-09-22
"Austin Powers (Stern 2001)",Stern,2001,"Licensed Theme, Movie",4,109,-,SS,VPX,"Senseless, Wildman, Javier1515, Destruk, TAB",1.0.1,2023-09-22
"Austin Powers (Stern 2001)",Stern,2001,"Licensed Theme, Movie",4,109,-,SS,VPX,"VPin Workshop (VPW), Javier1515, Destruk, TAB",1.0.3,2020-11-25
"Austin Powers (Stern 2001)",Stern,2001,"Licensed Theme, Movie",4,109,-,SS,VPX,"Javier1515, Destruk, TAB",1.01,2017-06-08
"Auto Race (Gottlieb 1956)",Gottlieb,1956,"Sports, Auto Racing",-,112,-,EM,FP,"Popotte",1.0,2023-10-01
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,FP,"GeorgeH, Gimli, JLou, AnonTet, Fleep, Popotte, Lacarril, Francisco666, TerryRed, NitroNimbus, VPGamer75, Xenonph, Dino007, SLAMT1LT",3.0,2023-12-19
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Tartzani, TastyWasps, Apophis, Freneticamnesic, Thalamus, Oqqsan, 85vett, 32assassin, HauntFreaks",1.1.2,2023-11-17
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Bigus1, Thalamus, Freneticamnesic, 85vett, 32assassin, HauntFreaks",2.1,2023-07-14
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Pattyg234, Tartzani, Freneticamnesic, Thalamus, Oqqsan, 85vett, 32assassin, HauntFreaks",1.1,2023-11-11
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Morttis, Arconovum, Thalamus, Freneticamnesic, JPSalas",1.19-3.0,2023-06-12
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Thalamus, Freneticamnesic, Carney, GTXJoe, 85vett, 32assassin, HauntFreaks",1.19,2020-04-07
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Dazzlaa, Thalamus, Freneticamnesic, Xenonph, TerryRed, Crabtree, Rob Ross, G5k, 85vett",1.0,2018-09-15
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Neofr45, Freneticamnesic, Francisco666, Lacarril, 85vett, Arngrim",1.0.5,2017-11-07
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,VPX,"Freneticamnesic, Francisco666, Lacarril, 85vett",080116a,2016-08-02
"Avatar, James Cameron's (Stern 2010)",Stern,2010,"Fantasy, Licensed Theme",4,5618,-,SS,FP,"SLAMT1LT, Francisco666, Lacarril",1.01,2023-09-12
"Avenged Sevenfold (Original 2022)",Original,2022,"Music, Heavy Metal",-,-,-,EM,VPX,"Fabouh, Ivantba, Lodger",1.0.4,2023-05-17
"Avengers (Original 2020)",Original,2020,"Superheroes, Comics, Movie",-,-,-,-,FP,"Stargazer16",0.28,2023-09-12
"Aztec (Williams 1976)",Williams,1976,"Historical, World Places",4,119,-,EM,VPX,"JPJ, Team PP, Chucky87, Leon Spalding, Ced, Ninuzzu, Arngrim",1.3,2019-02-22
"BMX (Bally 1982)",Bally,1982,"Sports, Bicycling",-,335,-,SS,VPX,"MauiPunter, Halen, Pin-Pete, Mike Da Spike, JPSalas",1.0,2023-03-24
"BMX (Bally 1982)",Bally,1982,"Sports, Bicycling",-,335,-,SS,VPX,"JPSalas, Halen, Pin-Pete, Mike Da Spike",1.0.2,2022-12-25
"Baby Leland (Stoner Manufacturing Corp 1933)",Stoner Manufacturing Corp,1933,"Flipperless",1,123,-,PM,VPX,"Druadic",1.0,2022-03-14
"Baby Pac-Man (Bally 1982)",Bally,1982,"Video Game",2,125,-,SS,VPX,"Psiomicron, 32assassin, UncleWilly",1.0.5,2023-05-07
"Baby Pac-Man (Bally 1982)",Bally,1982,"Video Game",2,125,-,SS,VPX,"32assassin, UncleWilly",1.1,2018-01-04
"Baby Shark (Original 2021)",Original,2021,"",-,-,-,-,VPX,-,-,2023-11-06
"Babylon 5 (Original 2022)",Original,2022,"Science Fiction",-,-,-,SS,VPX,"Icepinball, Jeannie, Xenonph, CryptDoctor21, 32assassin",1.0.0,2022-10-03
"Back to the Future (Original 2013)",Original,2013,"Science Fiction, Time Travel",-,-,-,SS,FP,"HZR, SLAMT1LT",1.03c,2023-08-09
"Back to the Future (Original 2013)",Original,2013,"Science Fiction, Time Travel",-,-,-,SS,FP,"SLAMT1LT",1.03,2023-08-09
"Back to the Future (Original 2013)",Original,2013,"Science Fiction, Time Travel",-,-,-,SS,FP,"SLAMT1LT",1.15,2023-08-09
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Versins77, Cyberpez, Wrd1972, JPSalas",1.0.0,2023-07-14
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Nesta78, Scutters, MikeDaSpike, Sixtoe, NitroNimbus, Apophis, Cyberpez, Wrd1972, JPSalas",1.0.0,2023-09-22
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,FP,"NitroNimbus, SLAMT1LT, Francisco666, Glxb, rom, Sza, Skinooe",2.0,2023-09-12
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"NitroNimbus, Apophis, Cyberpez, Wrd1972, JPSalas",1.0.1,2022-08-12
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Marty02, Cyberpez, Wrd1972, JPSalas",2.0,2022-06-18
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Senseless, Cyberpez, Wrd1972, JPSalas",1.0.3,2023-05-07
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Bigus1, Cyberpez, Wrd1972, JPSalas",2.0,2022-08-19
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Delta6014, Cyberpez, Wrd1972, JPSalas",1.4,2021-12-03
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Arconovum, Cyberpez, Wrd1972, JPSalas",1.0-2.6,2023-06-12
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,VPX,"Cyberpez, Wrd1972, RustyCardores, Rothbauerw, ClarkKent, HauntFreaks, JPSalas",1.4,2018-10-01
"Back to the Future (Data East 1990)",Data East,1990,"Licensed Theme, Science Fiction, Time Travel",4,126,-,SS,FP,"SLAMT1LT, Francisco666, Glxb, rom, Sza",1.02,2023-08-04
"Back to the Future Pinball (Zen Studios 2017)",Zen Studios,2017,"Licensed Theme, Science Fiction, Time Travel, Movie",4,-,-,-,FX,"Zen Studios, Peter Grafl",-,2022-04-02
"Back to the Future Pinball (Zen Studios 2017)",Zen Studios,2017,"Licensed Theme, Science Fiction, Time Travel, Movie",4,-,-,-,FX3,"Zen Studios, Peter Grafl",-,2000-01-01
"Bad  (Original 2022)",Original,2022,"Music",-,-,-,SS,VPX,"Ryguy417, Bodydump, 32assassin",1.1.1,2023-04-10
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,VPX,"VPin Workshop (VPW), UncleWilly, Benji, Brad1X, Tomate, Flupper, nFozzy, Wrd1972, Iaakki, Sixtoe, Rothbauerw",3.0,2023-12-09
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,FP,"NitroNimbus, UncleWilly",2.0,2023-09-13
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,VPX,"UncleWilly, Brad1X",1.0,2023-01-05
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,VPX,"Brad1X, UncleWilly, ClarkKent, Dark",1.2.1b,2020-06-27
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,FP,"UncleWilly",RC2,2023-09-13
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,VPX,"Arconovum, UncleWilly, ClarkKent, Dark",1.2-2.6,2023-06-12
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,VPX,"UncleWilly, Nunzio, Knorr, ClarkKent",1.2.1a,2018-11-26
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,FP,"Skinooe, UncleWilly",3.0,2023-09-13
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,FP,"SLAMT1LT, UncleWilly",1.10,2023-09-13
"Bad Cats (Williams 1989)",Williams,1989,"Feline Mischief",4,127,-,SS,FP,"UncleWilly",RC3,2023-09-13
"Bad Girls (Gottlieb 1988)",Gottlieb,1988,"Billiards",4,128,-,SS,VPX,"Morttis, Arconovum, 32assassin, Bodydump",1.0.2-2.6,2023-06-12
"Bad Girls (Gottlieb 1988)",Gottlieb,1988,"Billiards",4,128,-,SS,VPX,"32assassin, Bodydump",1.0.2,2018-07-22
"Bad Santa Pinball 2 XL (Original 2018)",Original,2018,"Christmas",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Lizard, JPSalas",1.01,2020-08-15
"Bad Santa Pinball XL (Original 2018)",Original,2018,"Christmas",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Lizard, JPSalas",1.01,2020-08-15
"Balls-A-Poppin (Bally 1956)",Bally,1956,"Happiness, Circus, Carnival",2,144,-,EM,VPX,"Teisen, Loserman76, GNance",1.0.0,2023-11-10
"Balls-A-Poppin (Bally 1956)",Bally,1956,"Happiness, Circus, Carnival",2,144,-,EM,VPX,"Loserman76",1.0.0f,2021-12-08
"Bally Hoo (Bally 1969)",Bally,1969,"Circus, Carnival, Music",4,151,-,EM,FP,"Margoni",1.0,2023-09-13
"Bally Hoo (Bally 1969)",Bally,1969,"Circus, Carnival, Music",4,151,-,EM,VPX,"Albert, -=Kees=-, Leon Spalding",3.0,2023-05-28
"Bally Hoo (Bally 1969)",Bally,1969,"Circus, Carnival, Music",4,151,-,EM,VPX,"-=Kees=-, Leon Spalding",1.00,2019-08-02
"Ballyhoo (Bally 1932)",Bally,1932,"Flipperless",1,4817,-,PM,VPX,"CactusDude (Warbler33), Dude81818, Mfuegemann",2.0,2022-08-29
"Ballyhoo (Bally 1932)",Bally,1932,"Flipperless",1,4817,-,PM,VPX,"CactusDude (Warbler33), Mfuegemann, Randr",2.0,2022-09-03
"Ballyhoo (Bally 1932)",Bally,1932,"Flipperless",1,4817,-,PM,FP,"Patrick, Tiltjlp",1.2,2023-09-13
"Band Wagon (Bally 1965)",Bally,1965,"Circus, Carnival",4,163,-,EM,VPX,"Mustang1961, Loserman76, -=Kees=-",1.1,2022-12-05
"Band Wagon (Bally 1965)",Bally,1965,"Circus, Carnival",4,163,-,EM,VPX,"Loserman76, -=Kees=-",1.0,2016-09-10
"Band Wagon (Bally 1965)",Bally,1965,"Circus, Carnival",4,163,-,EM,VPX,"-=Kees=-",1.00,2023-09-02
"Bang (Genco 1939)",Genco,1939,"Flipperless",1,166,-,EM,FP,"Francisco Pozo, Danazo",1.2,2023-08-06
"Bang (Genco 1939)",Genco,1939,"Flipperless",1,166,-,EM,FP,"Francisco Pozo, Danazo",Cabinet version,2023-08-06
"Bank Shot (Gottlieb 1976)",Gottlieb,1976,"Billiards",1,169,-,EM,VPX,"Rajo Joey, Loserman76, GNance",1.0.0,2022-12-28
"Bank Shot (Gottlieb 1976)",Gottlieb,1976,"Billiards",1,169,-,EM,FP,"Margoni",1.0,2023-09-13
"Bank Shot (Gottlieb 1976)",Gottlieb,1976,"Billiards",1,169,-,EM,VPX,"Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0,2018-04-23
"Bank-A-Ball (J.F. Linck Corp 1932)",J.F. Linck Corp,1932,"Flipperless",1,6520,-,PM,VPX,"Druadic",1.1,2022-03-14
"Bank-A-Ball (Gottlieb 1965)",Gottlieb,1965,"Billiards",1,170,-,EM,VPX,"Loserman76, GNance",1.0.0f,2022-01-25
